,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,AvgIpc,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA3,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_oxazole,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0,0.17315655575651007,0.10944617524013388,0.8765740871898696,0.4966126390193489,0.007585259153019386,0.0,0.4719151508736357,0.7799774951308793,0.4837049742710121,0.0034956118371684552,0.583428338243074,0.10284890993369933,0.7840692017275588,0.1630351299538284,0.7874207162876732,0.0,0.6585277507985327,0.611231101511879,0.0,0.3330262752616354,0.0,0.17333204689223286,0.45837973490682843,0.0,0.0,0.0,0.0,0.4256982369685135,0.0,0.08342257729381998,0.13177183173661844,0.0,0.0,0.0,0.22538141123829955,0.0,0.3661872893198274,0.0,0.07236476168323538,0.12362814138127272,0.09813710340044186,0.0,0.33664028875053975,0.33871167169814365,0.0,0.0,0.0,0.0,0.0,0.11309769947265053,0.6211271991281333,0.0,0.0,0.21060735764722774,0.1545287382467573,0.0,0.0,0.10115800504340974,0.0,0.26552137330025355,0.35325587757727483,0.15624369918350997,0.025025602781063708,0.8830918829525805,0.7368682816099927,0.3733732494835027,0.4521947456744349,0.504177447047167,0.16666666666666666,0.8,0.0,0.0,0.25,0.16666666666666666,0.0,0.14285714285714285,0.43152112901932427,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6815652791268633,0.20428624238045762,0.8152285233013633,0.7720030505017841,0.022241809787483552,0.2253984361550796,0.7038700352722516,0.59394096758442,0.7125416204217537,0.3166606506899934,0.45017134421289207,0.1410099336650239,0.6949607190899498,0.33179690727083067,0.8248447986225174,0.2109312759101416,0.41605860419072926,0.5917926565874729,1.6632837310936191e-06,0.2658444321986572,0.35871486289265225,0.0,0.0,0.0,0.23252919523046903,0.0,0.20683679685363057,0.0,0.0,0.23052544487262752,0.2596025778717324,0.3319468281476361,0.0,0.16893650587711523,0.2911827783177,0.0,0.0,0.0,0.07236476168323538,0.07122810494779933,0.41032626244529075,0.1257303465149158,0.3042047632932348,0.0,0.24719513948907285,0.24968933358047013,0.0,0.14781571323069936,0.0,0.22260416881390208,0.22201463490580725,0.0,0.10723060598584716,0.21655185598990795,0.2218760890197128,0.11488829162966549,0.05910767994011488,0.1772631088695957,0.14275544843180124,0.08113225041239037,0.6393647208542063,0.15638935688549246,0.06490906247654643,0.281720089852237,0.7347971400677674,0.3733732494835027,0.46201012233446265,0.504177447047167,0.15384615384615385,0.0,0.0,0.0,0.25,0.3333333333333333,0.0,0.2857142857142857,0.7486187956058051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,0.0,0.2,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.6688446573300807,0.044791211909907605,0.8551298877418274,0.4806940820872641,0.0,0.13387817231287757,0.4612514617547484,0.8031563193804633,0.2867924528301887,0.01910275691416871,0.4942789366309226,0.12959346135251026,0.7359809569843807,0.03842739690673147,0.6518388455356858,0.2006825042644531,0.7364597301522021,0.6263498920086392,3.9572720079113234e-07,0.3088128692845112,0.0,0.0,0.45520797494558407,0.0,0.0,0.33942045479420824,0.0,0.0,0.4498031970224943,0.1540909598082302,0.06770378026731269,0.3816980001201769,0.0,0.1769655079908309,0.15241958034910882,0.0,0.2604265379027102,0.0,0.2013253304477098,0.14111667156823213,0.20025584830386164,0.0,0.312164117993835,0.0,0.0,0.0,0.2492839306106083,0.0,0.0,0.0,0.36805231200373667,0.0,0.21446121197169432,0.2091500593993793,0.4386318342419226,0.0,0.0,0.17754517679799425,0.0,0.29339909315265145,0.0,0.3014004673306424,0.18688449935180945,0.22231792602530423,0.7190397891352773,0.5674331527463258,0.575866499540147,0.504177447047167,0.45454545454545453,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5008820463475258,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.7376212553144805,0.06932065451237435,0.8037709429241429,0.2811613457543309,0.021309890382980035,0.18362493091357157,0.7365692363138485,0.39280015322978445,0.7591564927857936,0.026904830571855914,0.5442097235554471,0.27434646856725076,0.6335124945510051,0.16384955292002434,0.5302824230015684,0.2687658331531606,0.5356520244150259,0.470842332613391,2.0748112372751557e-06,0.2917152241388922,0.13211060105134592,0.16417490025025533,0.21255880784946385,0.32579141074353685,0.22978793388947572,0.16971022739710412,0.0,0.1346799673419107,0.16170947573280095,0.31431421104408885,0.0639662658681399,0.19121001815259714,0.0,0.17657651276022276,0.1423442737170632,0.0,0.1158522349489198,0.0,0.07236476168323538,0.07122810494779933,0.4602926357583291,0.0,0.44408280086348506,0.0,0.0,0.0,0.0,0.25898599564184654,0.0,0.2239061393789306,0.3678187762727698,0.09012566953732595,0.22369166905227136,0.21776171130172667,0.21372753648660167,0.04963329209692399,0.12666320476516724,0.3545262177391914,0.0,0.08113225041239037,0.14902386712452803,0.2348715000249389,0.3862425058338997,0.24912502234629227,0.7213056458256352,0.4390257467463925,0.4408799472906894,0.504177447047167,0.16666666666666666,0.0,0.0,0.0,0.25,0.3333333333333333,0.0,0.2857142857142857,0.48051679897361826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.7205751176597994,0.010934818364612273,0.7986835078467738,0.6792438923927342,0.013730279226351588,0.1709945727514064,0.693809119212888,0.8921882290710998,0.5509433962264151,0.31666044923127346,0.6946482792202664,0.1746778288145121,0.6855013165188355,0.06556181995417054,0.5594532567714068,0.1903088187571682,0.752000549636786,0.632829373650108,4.686021854356546e-07,0.0,0.10043211147148118,0.0,0.0,0.3180864608891208,0.23518107774212726,0.49302965949864247,0.20683679685363057,0.0,0.4498031970224943,0.30119382738703776,0.0,0.2838887570145148,0.0,0.0,0.14966620881184803,0.0,0.2237053300623523,0.0,0.1368075430736609,0.0,0.4539001236537577,0.0,0.33023105092533095,0.0,0.0,0.24968933358047013,0.3402836476427679,0.0,0.49999999999999994,0.0,0.25751206601276666,0.18236659679251416,0.21446121197169432,0.20477794462053533,0.0887345600733761,0.04791980057837913,0.164080272633912,0.08877258839899713,0.0,0.16226450082478075,0.3573716315053564,0.3145494854094504,0.02540249225536028,0.16923930355537786,0.7213056458256352,0.558755680980222,0.5526518457671412,0.504177447047167,0.2,0.0,0.0,0.0,0.25,0.16666666666666666,0.0,0.14285714285714285,0.5283758319300772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.7239427922705173,0.04399233093703987,0.8226572989029196,0.9633518043544411,0.014786454551455552,0.24260435448359574,0.6096815208229651,0.6383206183952229,0.46474677259185704,0.02201352532929443,0.5176807199658544,0.19818318622285824,0.5870607908014374,0.2804852170853054,0.6708670076367276,0.5614376737720581,0.30110494765191365,0.4146868250539957,7.017475669335174e-06,0.42498595664781186,0.0,0.17142275679205765,0.22760398747279204,0.33799310761959683,0.0,0.33942045479420824,0.0,0.0,0.0,0.0,0.38379759520883944,0.3730873724321107,0.08946085710581414,0.2584836326228278,0.2991679558832515,0.0,0.0,0.0,0.07236476168323538,0.186125374638147,0.38311912396799136,0.0,0.29992603261548256,0.32385242698726296,0.0,0.0,0.12464196530530415,0.0,0.0,0.0,0.4019149929939282,0.0,0.21446121197169432,0.31112394076162536,0.07711023722677947,0.059674287209136374,0.1762289291415164,0.6347580582931457,0.0,0.06556729616393533,0.13607211587306395,0.3316606796683309,0.10776666417592454,0.3043482175984501,0.7189791626616892,0.4350850203508554,0.2585107086950742,0.6119003031832588,0.14285714285714285,0.2,0.0,0.0,0.25,0.3333333333333333,0.0,0.2857142857142857,0.6766398043460825,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.8026531923890081,0.22550381688337348,0.28734857536102,0.6925616748945449,0.03657007063172488,0.18583116636011898,1.0,0.7659553551407954,0.6367924528301888,0.06927680391084726,0.40857019186983656,0.5468628362283101,0.57583733047327,0.43824248608433525,0.6366553247500657,0.15576488189384596,0.7639829990275137,0.6241900647948163,5.111611334695069e-07,0.14229973165369347,0.11124626176703359,0.3565228454658905,0.0,0.32579141074353685,0.25529245172077514,0.16971022739710412,0.21500931440989188,0.3749999999999999,0.0,0.0,0.07300672865957215,0.29677368658348285,0.08123666128109762,0.4235357794527494,0.14798506877693507,0.0,0.0,0.0,0.13691752522823072,0.20478584770404634,0.1860984663405458,0.0,0.29015590878929537,0.5369262134936315,0.0,0.0,0.16056314842731212,0.0,0.0,0.0,0.1831698583216566,0.28619437866629727,0.40180765149646175,0.19917401322996484,0.0,0.07264656597250518,0.16722895502523122,0.20593746336871732,0.0,0.06146304096262107,0.0,0.204171698011903,0.025025602781063708,0.15864948966300801,0.707199364035364,0.22847031391835396,0.23993899552633624,0.705883951939977,0.4,0.2,0.0,0.0,0.25,0.16666666666666666,0.0,0.14285714285714285,0.6038208644054202,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.375,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.6275817198166074,0.3254651062726351,0.7529823185201902,0.2835851187831337,0.06718899952776777,0.10891192273192651,0.24299834929493982,0.13100990721221817,0.8882438316400582,0.2649421705471373,0.3493036822034101,0.3432309837843728,0.40584304840207786,0.2848071749053003,0.5297319058147523,0.3834184485210952,0.6016361340019862,0.7710583153347732,2.0161623282161875e-07,0.4615998693334641,0.11421032535241088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875492007443764,0.1422988252412036,0.266709314667507,0.08153113910337755,0.06966348608259643,0.09609938784371934,0.21994597221408668,0.0,0.13421283886909877,0.0902109206256816,0.2026206585019703,0.0,0.2183531974654457,0.0,0.16087620258067753,0.0,0.0,0.24400389430422906,0.0,0.11117028241114715,0.0,0.0,0.44184960298925735,0.08979589509051283,0.11646106306642422,0.0,0.0774396821768172,0.05117294102102426,0.110460033766554,0.29094756452161735,0.18601497124528796,0.06358088847773583,0.16041152930140423,0.01788940340662582,0.7714772838935889,0.30060842993912706,0.7213056458256352,0.3733732494835027,0.34887366398837083,0.504177447047167,0.375,0.4,0.0,0.0,0.25,0.16666666666666666,0.0,0.14285714285714285,0.604251864325234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
8,0.7046424476535115,0.14950736888210178,0.8061714397725472,0.7170114108148509,0.029638920060730073,0.1586654767190061,0.5792103868775351,0.8688065993262795,0.785377358490566,0.0190919076827884,0.4935640825427008,0.2138164701573877,0.6747507248544027,0.15506192627201054,0.6741627128320675,0.4165348653957748,0.4289605795613056,0.4967602591792656,1.3103743522552626e-06,0.1544064346422556,0.24285395367339804,0.0,0.22760398747279204,0.6486684350915148,0.0,0.5198963622471527,0.4098040153328112,0.14189941232283781,0.0,0.17558949638107987,0.0,0.17640451781521388,0.0,0.08848275399541546,0.22580603069071775,0.0,0.47958292252127943,0.10354722632829454,0.14472952336647077,0.057319743065721,0.17998159088632823,0.0,0.31928242074146435,0.16564102467135167,0.0,0.0,0.12464196530530415,0.12634210077827646,0.0,0.11724871496654517,0.6323369142145416,0.09012566953732594,0.21446121197169432,0.3116219736471598,0.07887925266280064,0.0,0.1647537603904481,0.2023160100868195,0.0,0.2513709542107173,0.0,0.40807961622875993,0.18946958793796392,0.19675593677450814,0.7265621564979019,0.43300676060989424,0.35932357239665713,0.504177447047167,0.3333333333333333,0.4,0.0,0.0,0.5,0.3333333333333333,0.0,0.2857142857142857,0.4258078742683019,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.11541200406499608,0.5572124386283865,0.9386320540951025,0.8315755031941252,0.049267472518085054,0.18387862533863664,0.3411167425879993,0.8270448005338291,0.432852386237514,0.004299306318812479,0.5050547776284802,0.2958212105479143,0.4521243080523276,0.19295523766326017,0.041919199434115484,0.4282539434576269,0.3495305708181824,0.6760259179265659,2.175855787247561e-06,0.2870409299727614,0.13086834412418635,0.17333204689223286,0.0,0.0,0.0,0.0,0.21500931440989188,0.0,0.0,0.15384615384615383,0.4199594463745684,0.0,0.33019643090453626,0.09042739490162446,0.1423442737170632,0.0,0.2441248595465516,0.0,0.48415772494210196,0.0,0.23807562416918904,0.0,0.14384397361856513,0.0,0.0,0.0,0.17014182382138396,0.0,0.0,0.2239061393789306,0.1728164409154601,0.0,0.0,0.0,0.16383194568508977,0.2455488618158891,0.0,0.07158924132588007,0.1333333333333333,0.6140860051540252,0.0,0.1347237537391218,0.025025602781063708,0.35037090458464304,0.746121283538301,0.3733732494835027,0.6790090455990164,0.504177447047167,0.5,0.4,0.0,0.0,0.25,0.3333333333333333,0.0,0.2857142857142857,0.6014653997273669,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
